"(PDH-CSV 4.0) (","\\IZY09FF7N06QRCZ\Processor(_Total)\% Processor Time","\\IZY09FF7N06QRCZ\System\Processor Queue Length","\\IZY09FF7N06QRCZ\TCPv4\Segments Retransmitted/sec"
"08/05/2026 21:37:49.715"," ","0"," "
"08/05/2026 21:37:50.720","2.8240518413688464605","0","0.99506438116299356089"
"08/05/2026 21:37:51.723","2.6396864091906224736","0","0"
"08/05/2026 21:37:52.727","15.17724761554993762","0","15.937626504910383574"
"08/05/2026 21:37:53.732","5.9474960555778944027","6","29.832621096078341338"
"08/05/2026 21:37:54.737","5.506496847192932087","0","7.9682290770240893352"
"08/05/2026 21:37:55.740","0","0","0"
"08/05/2026 21:37:56.744","0.36181613706148807452","0","0"
"08/05/2026 21:37:57.747","0.3693507429258224839","0","0"
"08/05/2026 21:37:59.256","44.584521883126917885","43","3.3145379146346063415"
"08/05/2026 21:38:01.009","100","26","0"
"08/05/2026 21:38:02.084","98.183761200381042045","13","7.4386697947512931961"
"08/05/2026 21:38:03.369","95.133761224952991142","32","3.114558685332320831"
"08/05/2026 21:38:04.626","98.136052166839846223","17","2.386005030653006731"
"08/05/2026 21:38:05.874","83.723730100382013575","1","6.412781442949571975"
"08/05/2026 21:38:06.878","9.3577977448507603242","0","0"
"08/05/2026 21:38:07.881","1.1115966003967137077","0","0"
"08/05/2026 21:38:08.885","0.71300494424653138026","0","0"
"08/05/2026 21:38:09.888","0.30781954558908308783","0","0"
"08/05/2026 21:38:10.891","2.7015940773024937904","0","0"
"08/05/2026 21:38:11.895","0.40552876796261516645","0","0"
"08/05/2026 21:38:12.899","0.70863039855949550017","0","0"
"08/05/2026 21:38:13.902","1.8752236621886075874","0","0"
"08/05/2026 21:38:14.906","0.75350495981543197388","0","0.99638888739430564456"
"08/05/2026 21:38:15.909","1.1066486831728838958","0","0"
"08/05/2026 21:38:16.912","0.31861162167364787123","0","0"
"08/05/2026 21:38:17.916","1.9063672296763645164","0","0"
"08/05/2026 21:38:18.919","0.30125968361401911366","0","0"
"08/05/2026 21:38:19.922","0.70605699812834599172","0","0"
"08/05/2026 21:38:20.925","1.9251415964330331754","0","0"
"08/05/2026 21:38:21.929","0","0","0"
"08/05/2026 21:38:22.933","2.2743736788429114171","5","0"
"08/05/2026 21:38:23.937","0.39501345563762724211","0","0"
"08/05/2026 21:38:24.941","1.1711692687670027802","0","0"
"08/05/2026 21:38:25.944","0","0","0"
"08/05/2026 21:38:26.948","1.9576108283616999728","0","0"
"08/05/2026 21:38:27.952","0.37599097247079660278","0","0"
"08/05/2026 21:38:28.955","1.8899032040178731506","0","0"
"08/05/2026 21:38:29.958","0.32966958488104269875","0","0"
"08/05/2026 21:38:30.962","0","0","0"
"08/05/2026 21:38:31.965","0.71500401039763517019","0","0"
"08/05/2026 21:38:32.969","1.1586755972319728869","0","0"
"08/05/2026 21:38:33.972","0.33263981461870706369","2","0"
"08/05/2026 21:38:34.976","0","0","0"
"08/05/2026 21:38:35.980","1.542630914764275829","0","0"
"08/05/2026 21:38:36.983","1.0907075034340074637","0","0"
"08/05/2026 21:38:37.986","1.4977255239667197628","0","0"
"08/05/2026 21:38:38.991","3.9149111950378956415","0","3.9834634481875390577"
"08/05/2026 21:38:39.994","3.4927793671098772421","0","0.99622609630198877273"
"08/05/2026 21:38:40.998","7.3697948736956124804","0","3.9855090875087273439"
"08/05/2026 21:38:42.002","1.1301912161408744772","0","0.99650674560328778018"
"08/05/2026 21:38:43.005","4.6304350534007276963","0","5.9790935016620876397"
"08/05/2026 21:38:44.008","1.4821617832474820453","0","9.9688254889310154994"
"08/05/2026 21:38:45.012","3.8693044420273325912","0","2.9890469364062330904"
"08/05/2026 21:38:46.015","3.070453815485563176","0","0"
"08/05/2026 21:38:47.019","0.7723093122305013658","0","0"
"08/05/2026 21:38:48.023","0","0","1.992316829379181975"
"08/05/2026 21:38:49.026","12.401730464746950844","0","18.936879592940812245"
"08/05/2026 21:38:50.030","6.1988177184405079956","0","7.9712715373792857321"
"08/05/2026 21:38:51.033","12.777854865540339446","0","0.99685045100006530738"
"08/05/2026 21:38:52.037","1.9249559403313187822","0","0.99632962130806324019"
"08/05/2026 21:38:53.040","2.6547971267409264939","0","0.99683186895409003903"
"08/05/2026 21:38:54.043","1.4847251069503686338","0","0.99685382962831015075"
"08/05/2026 21:38:55.047","0.72713515724397437268","1","0"
"08/05/2026 21:38:56.050","4.2190132341850876685","0","0"
"08/05/2026 21:38:57.053","0","0","0"
"08/05/2026 21:38:58.056","0.34937509093119212267","0","0"
"08/05/2026 21:38:59.060","0.30302894352615128426","3","0"
"08/05/2026 21:39:00.063","1.1287133626297074507","0","0"
"08/05/2026 21:39:01.067","1.5496144393192246014","0","0.99621339289361143798"
"08/05/2026 21:39:02.070","0.73618711180766238655","0","0"
"08/05/2026 21:39:03.074","1.5566066256463062523","0","0"
"08/05/2026 21:39:04.078","0.7571832678817558282","0","0"
"08/05/2026 21:39:05.082","1.1307035283789401703","0","0"
"08/05/2026 21:39:06.085","1.0950950444050921995","0","0"
"08/05/2026 21:39:07.088","0.31164573310915599791","0","0"
"08/05/2026 21:39:08.092","6.20918223394029134","0","0"
"08/05/2026 21:39:09.096","0.42272544593691119275","0","0.99580338579126004284"
"08/05/2026 21:39:10.099","0.30854505306077140148","0","0"
"08/05/2026 21:39:11.102","2.6020785071754204409","0","0"
"08/05/2026 21:39:12.105","1.8637586337461264918","0","0"
"08/05/2026 21:39:13.108","2.3216798376366254431","0","0"
"08/05/2026 21:39:14.112","2.2999553883668366616","0","0"
"08/05/2026 21:39:15.116","0.36290817953766874027","8","0.99624078502179869155"
"08/05/2026 21:39:16.119","4.9867821349531160635","0","0"
"08/05/2026 21:39:17.122","0.70007827606048955715","7","0"
"08/05/2026 21:39:18.126","0.39397172364148413948","0","0"
"08/05/2026 21:39:19.129","0.69730650831038021309","0","0"
"08/05/2026 21:39:20.132","0","0","0"
"08/05/2026 21:39:21.137","2.3638654544198001162","1","0"
"08/05/2026 21:39:22.141","0.38897110672534429554","0","0"
"08/05/2026 21:39:23.144","3.1005243586583741688","0","0"
"08/05/2026 21:39:24.148","0","0","0"
"08/05/2026 21:39:25.152","0.38971527794656735111","0","0"
"08/05/2026 21:39:26.157","1.6197167255220801252","0","0"
"08/05/2026 21:39:27.162","7.097136092667843954","0","5.9708568448260876949"
"08/05/2026 21:39:28.165","7.7616667956913580895","2","2.9889712937204300225"
"08/05/2026 21:39:29.169","4.2321384560479184955","0","1.992639587890250974"
"08/05/2026 21:39:30.172","6.530306264543261463","0","2.9920355007006844694"
"08/05/2026 21:39:31.176","9.0335093059621840439","5","0"
"08/05/2026 21:39:32.181","14.071841207913649896","0","0"
"08/05/2026 21:39:33.184","4.5794198797939440482","7","1.9936466468657683127"
"08/05/2026 21:39:34.189","4.7423903147370101152","0","0"
"08/05/2026 21:39:35.192","2.221648686213051338","0","0"
"08/05/2026 21:39:36.195","1.4823092435734985806","0","0"
"08/05/2026 21:39:37.198","0.34494600390209129159","0","0"
"08/05/2026 21:39:38.202","1.1480106508830911771","0","0"
"08/05/2026 21:39:39.206","0.38478369601739892403","0","0"
"08/05/2026 21:39:40.209","0.33870886405462652391","0","0.99663456440292408356"
"08/05/2026 21:39:41.212","0","0","0"
"08/05/2026 21:39:42.217","1.18479154827515476","0","0"
"08/05/2026 21:39:43.220","1.1184459873385788065","0","0"
"08/05/2026 21:39:44.223","0.3352324122581240573","0","0"
"08/05/2026 21:39:45.227","0","3","0"
"08/05/2026 21:39:46.230","3.0790213081304140808","0","0"
"08/05/2026 21:39:47.233","1.0856786069513901793","0","0"
"08/05/2026 21:39:48.236","1.4691081414696327556","0","0"
"08/05/2026 21:39:49.240","0.36182606482818568949","0","0"
"08/05/2026 21:39:50.244","17.117915466233093014","0","0"
"08/05/2026 21:39:51.247","3.7943853888971368349","6","0"
"08/05/2026 21:39:52.251","0.87600057558160360216","0","0"
"08/05/2026 21:39:53.255","1.1522552404061858766","0","0.99630351469976097256"
"08/05/2026 21:39:54.258","1.4837920177135144328","0","0.99684478688056565865"
"08/05/2026 21:39:55.262","0.75188322026654708097","0","0"
"08/05/2026 21:39:56.266","0.76945246133834910296","0","0"
"08/05/2026 21:39:57.270","0.39053881447010940775","0","0"
"08/05/2026 21:39:58.274","0","0","0"
"08/05/2026 21:39:59.301","66.177941179188877641","10","0"
"08/05/2026 21:40:01.037","91.348936820720069818","52","0.56774098021388619273"
"08/05/2026 21:40:03.112","98.284584328750781879","34","0"
"08/05/2026 21:40:04.160","89.186972616355504329","0","0"
"08/05/2026 21:40:05.163","84.813958688099916117","0","0"
"08/05/2026 21:40:06.166","27.175252761551995206","0","0"
"08/05/2026 21:40:07.169","4.2126068196088439777","0","0"
"08/05/2026 21:40:08.173","4.6454861028081388952","0","0"
"08/05/2026 21:40:09.176","0.69792028567597919064","0","0"
"08/05/2026 21:40:10.179","0.71726021389627581115","0","0"
"08/05/2026 21:40:11.183","0","0","0"
"08/05/2026 21:40:12.186","0.35013971408661692664","0","0"
"08/05/2026 21:40:13.190","1.9153692675231592801","0","0"
"08/05/2026 21:40:14.193","3.4266468685062223543","0","0"
"08/05/2026 21:40:15.197","0","0","0"
"08/05/2026 21:40:16.201","0.78463398306306553209","0","0"
"08/05/2026 21:40:17.204","0.68875243406817387992","0","0"
"08/05/2026 21:40:18.207","0.7290248272663335527","0","0"
"08/05/2026 21:40:19.211","0.75264465336239982918","0","0"
"08/05/2026 21:40:20.215","0.80869152695219881366","0","0"
"08/05/2026 21:40:21.218","0.28743145010193815736","0","0"
"08/05/2026 21:40:22.221","0.6982964680530279189","0","0.99692538242805373017"
"08/05/2026 21:40:23.224","0.72147561038083951601","0","0"
"08/05/2026 21:40:24.228","2.3370528116919531136","0","0.99609183369051534918"
"08/05/2026 21:40:25.233","0.87714471061688392695","1","0"
"08/05/2026 21:40:26.237","0.38093334896688313407","0","0"
"08/05/2026 21:40:27.241","0.7753537210175021066","0","0.99617488766633888186"
"08/05/2026 21:40:28.245","0","0","1.992424602419142321"
"08/05/2026 21:40:29.249","1.2239641924892685765","0","0"
"08/05/2026 21:40:30.252","0.70489892441433221748","0","0"
"08/05/2026 21:40:31.255","0.32488108259937087396","0","0"
"08/05/2026 21:40:32.259","0.77936651991163952147","0","0"
"08/05/2026 21:40:33.263","0.31707145910288003776","0","0"
"08/05/2026 21:40:34.265","1.8474466775504017058","0","0"
"08/05/2026 21:40:35.269","0.70458218159999974617","0","0"
"08/05/2026 21:40:36.272","0.32529835628443137807","0","0"
"08/05/2026 21:40:37.276","0","0","0"
"08/05/2026 21:40:38.279","3.0409934663613302774","0","0"
"08/05/2026 21:40:39.282","2.675538820606671031","0","0"
"08/05/2026 21:40:40.286","0.72905450737346111367","0","0"
"08/05/2026 21:40:41.289","0","0","0"
"08/05/2026 21:40:42.293","0.37834312846670714592","0","0"
"08/05/2026 21:40:43.297","2.672202119507294249","2","0"
"08/05/2026 21:40:44.300","1.5621369082273295348","0","0.99605343707163485067"
"08/05/2026 21:40:45.304","0.3440224002720260188","0","0"
"08/05/2026 21:40:46.307","0.71049108193045329429","0","0"
"08/05/2026 21:40:47.311","0.73250724504805297954","1","0.99635970019935160558"
"08/05/2026 21:40:48.314","0.32396704231905104621","0","0"
